table,id,oldUrl,newUrl,timestamp
cars,27,"https://res.cloudinary.com/djfqzcbib/image/upload/v1761419791/alfa-motors/cars/k4dfn2fdcvnpwruknmxx.jpg","https://media.alfamotorworld.com/uploads/1763023422_k4dfn2fdcvnpwruknmxx.jpg",2025-11-13T08:43:42.768Z
cars,27,"https://res.cloudinary.com/djfqzcbib/image/upload/v1761419792/alfa-motors/cars/exd8tmtbmuywkpxj8idv.jpg","https://media.alfamotorworld.com/uploads/1763023424_exd8tmtbmuywkpxj8idv.jpg",2025-11-13T08:43:44.601Z
cars,27,"https://res.cloudinary.com/djfqzcbib/image/upload/v1761419794/alfa-motors/cars/parbl6srcakcizlenccb.jpg","https://media.alfamotorworld.com/uploads/1763023425_parbl6srcakcizlenccb.jpg",2025-11-13T08:43:45.457Z
cars,28,"https://res.cloudinary.com/djfqzcbib/image/upload/v1761419801/alfa-motors/cars/fkuhlczevb73xcmkl0yj.jpg","https://media.alfamotorworld.com/uploads/1763023802_fkuhlczevb73xcmkl0yj.jpg",2025-11-13T08:50:03.068Z
cars,28,"https://res.cloudinary.com/djfqzcbib/image/upload/v1761419802/alfa-motors/cars/ytpaatpgxfsy716ei3np.jpg","https://media.alfamotorworld.com/uploads/1763023804_ytpaatpgxfsy716ei3np.jpg",2025-11-13T08:50:04.594Z
cars,28,"https://res.cloudinary.com/djfqzcbib/image/upload/v1761419804/alfa-motors/cars/bjwgqkmzwpwt0plidf0b.jpg","https://media.alfamotorworld.com/uploads/1763023805_bjwgqkmzwpwt0plidf0b.jpg",2025-11-13T08:50:05.625Z
cars,28,"https://res.cloudinary.com/djfqzcbib/image/upload/v1761419805/alfa-motors/cars/ez1ax8fpnpjshtuusifk.jpg","https://media.alfamotorworld.com/uploads/1763023806_ez1ax8fpnpjshtuusifk.jpg",2025-11-13T08:50:06.668Z
cars,28,"https://res.cloudinary.com/djfqzcbib/image/upload/v1761419808/alfa-motors/cars/t2c4vwh5tjjxej0rtqxk.jpg","https://media.alfamotorworld.com/uploads/1763023807_t2c4vwh5tjjxej0rtqxk.jpg",2025-11-13T08:50:07.839Z
cars,28,"https://res.cloudinary.com/djfqzcbib/image/upload/v1761419809/alfa-motors/cars/uagbl1y2udkkyyho0yse.jpg","https://media.alfamotorworld.com/uploads/1763023808_uagbl1y2udkkyyho0yse.jpg",2025-11-13T08:50:08.973Z
cars,28,"https://res.cloudinary.com/djfqzcbib/image/upload/v1761419810/alfa-motors/cars/bcuwczw2mtbrn2swc1xg.jpg","https://media.alfamotorworld.com/uploads/1763023810_bcuwczw2mtbrn2swc1xg.jpg",2025-11-13T08:50:10.411Z
